Timestamp/DeltaT,Message,Signal,Value
0 ms,RadarObj3,RelAccX3,-3.5
0 ms,RadarObj4,RelPosX4,5330.700000000001
0 ms,RadarObj4,RelPosY4,-169.5
0 ms,RadarObj4,RelVelX4,-18.599999999999994
0 ms,RadarObj4,RelAccX4,6498.700000000001
0 ms,RadarObj5,RelPosX5,-65.69999999999993
0 ms,RadarObj5,RelPosY5,-714.5999999999999
0 ms,RadarObj5,RelVelX5,-62.9
0 ms,RadarObj5,RelAccX5,6482.400000000001
0 ms,RadarObj6,RelPosX6,4908.1
0 ms,RadarObj6,RelPosY6,-814.0
0 ms,RadarObj6,RelVelX6,-27.299999999999997
0 ms,RadarObj6,RelAccX6,-31.9
0 ms,RadarObj7,RelPosX7,5187.3
0 ms,RadarObj7,RelPosY7,5341.1
0 ms,RadarObj7,RelVelX7,6410.5
0 ms,RadarObj7,RelAccX7,6476.3
0 ms,RadarObj8,RelPosX8,5125.3
0 ms,RadarObj8,RelPosY8,-399.79999999999995
0 ms,RadarObj8,RelVelX8,-19.89999999999999
0 ms,RadarObj8,RelAccX8,-22.799999999999997
0 ms,RadarObj9,RelPosX9,-913.1
0 ms,RadarObj9,RelPosY9,5449.400000000001
0 ms,RadarObj9,RelVelX9,6420.0
0 ms,RadarObj9,RelAccX9,-37.6
0 ms,RadarObj10,RelPosX10,5308.5
0 ms,RadarObj10,RelPosY10,5007.700000000001
0 ms,RadarObj10,RelVelX10,-15.0
0 ms,RadarObj10,RelAccX10,6477.3
102 ms,VehicleStatus,VehicleSpeed,240.03
102 ms,VehicleStatus,SteeringAngle,-4523.299999999999
0 ms,VehicleAccel,LateralAccel,7.878
1 ms,LaneInfo,LaneC0,0
1 ms,LaneInfo,LaneC1,1
1 ms,LaneInfo,LaneC2,0
1 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,4807.200000000001
0 ms,RadarObj1,RelPosY1,-705.0
0 ms,RadarObj1,RelVelX1,6360.700000000001
0 ms,RadarObj1,RelAccX1,6481.3
0 ms,RadarObj2,RelPosX2,-127.89999999999998
0 ms,RadarObj2,RelPosY2,5539.700000000001
0 ms,RadarObj2,RelVelX2,6435.6
0 ms,RadarObj2,RelAccX2,6483.0
0 ms,RadarObj3,RelPosX3,-513.4
0 ms,RadarObj3,RelPosY3,-230.79999999999995
0 ms,RadarObj3,RelVelX3,-1.5999999999999943
0 ms,RadarObj3,RelAccX3,-15.0
0 ms,RadarObj4,RelPosX4,4961.400000000001
0 ms,RadarObj4,RelPosY4,-668.2
0 ms,RadarObj4,RelVelX4,6445.8
0 ms,RadarObj4,RelAccX4,-35.7
0 ms,RadarObj5,RelPosX5,5132.3
0 ms,RadarObj5,RelPosY5,5070.3
0 ms,RadarObj5,RelVelX5,-54.0
0 ms,RadarObj5,RelAccX5,6464.0
0 ms,RadarObj6,RelPosX6,5553.5
0 ms,RadarObj6,RelPosY6,-941.4
0 ms,RadarObj6,RelVelX6,6402.1
0 ms,RadarObj6,RelAccX6,6456.8
0 ms,RadarObj7,RelPosX7,4865.200000000001
0 ms,RadarObj7,RelPosY7,-385.29999999999995
0 ms,RadarObj7,RelVelX7,6355.1
0 ms,RadarObj7,RelAccX7,-3.299999999999997
1 ms,RadarObj8,RelPosX8,4583.900000000001
1 ms,RadarObj8,RelPosY8,5194.1
1 ms,RadarObj8,RelVelX8,6423.8
1 ms,RadarObj8,RelAccX8,6483.0
0 ms,RadarObj9,RelPosX9,5202.5
0 ms,RadarObj9,RelPosY9,-729.0
0 ms,RadarObj9,RelVelX9,6441.700000000001
0 ms,RadarObj9,RelAccX9,6469.8
0 ms,RadarObj10,RelPosX10,-498.29999999999995
0 ms,RadarObj10,RelPosY10,-87.59999999999991
0 ms,RadarObj10,RelVelX10,-3.6999999999999886
0 ms,RadarObj10,RelAccX10,-44.2
100 ms,VehicleStatus,VehicleSpeed,232.22
100 ms,VehicleStatus,SteeringAngle,-5641.0
0 ms,VehicleAccel,LateralAccel,4.676
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,-383.0
0 ms,RadarObj1,RelPosY1,-83.59999999999991
0 ms,RadarObj1,RelVelX1,-33.3
0 ms,RadarObj1,RelAccX1,-25.0
0 ms,RadarObj2,RelPosX2,-85.5
0 ms,RadarObj2,RelPosY2,-89.59999999999991
0 ms,RadarObj2,RelVelX2,6365.200000000001
0 ms,RadarObj2,RelAccX2,-20.5
1 ms,RadarObj3,RelPosX3,5274.1
1 ms,RadarObj3,RelPosY3,5061.8
1 ms,RadarObj3,RelVelX3,-94.1
1 ms,RadarObj3,RelAccX3,-34.3
0 ms,RadarObj4,RelPosX4,-777.9
0 ms,RadarObj4,RelPosY4,5087.700000000001
0 ms,RadarObj4,RelVelX4,-80.2
0 ms,RadarObj4,RelAccX4,-20.2
0 ms,RadarObj5,RelPosX5,-369.5
0 ms,RadarObj5,RelPosY5,4955.0
0 ms,RadarObj5,RelVelX5,6387.5
0 ms,RadarObj5,RelAccX5,6458.6
0 ms,RadarObj6,RelPosX6,-797.7
0 ms,RadarObj6,RelPosY6,5506.1
0 ms,RadarObj6,RelVelX6,6449.900000000001
0 ms,RadarObj6,RelAccX6,6483.900000000001
0 ms,RadarObj7,RelPosX7,-922.4
0 ms,RadarObj7,RelPosY7,5021.5
0 ms,RadarObj7,RelVelX7,6412.900000000001
0 ms,RadarObj7,RelAccX7,6461.700000000001
0 ms,RadarObj8,RelPosX8,-77.5
0 ms,RadarObj8,RelPosY8,5363.200000000001
0 ms,RadarObj8,RelVelX8,6436.1
0 ms,RadarObj8,RelAccX8,6457.700000000001
0 ms,RadarObj9,RelPosX9,-473.5
0 ms,RadarObj9,RelPosY9,-739.0
0 ms,RadarObj9,RelVelX9,-33.5
0 ms,RadarObj9,RelAccX9,-19.2
0 ms,RadarObj10,RelPosX10,-888.9
0 ms,RadarObj10,RelPosY10,-665.5999999999999
0 ms,RadarObj10,RelVelX10,-4.799999999999997
0 ms,RadarObj10,RelAccX10,6478.6
102 ms,VehicleStatus,VehicleSpeed,127.39
102 ms,VehicleStatus,SteeringAngle,-4551.1
1 ms,VehicleAccel,LateralAccel,60.888
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,-814.5
0 ms,RadarObj1,RelPosY1,-847.9
0 ms,RadarObj1,RelVelX1,-47.9
0 ms,RadarObj1,RelAccX1,6502.1
0 ms,RadarObj2,RelPosX2,-292.9
0 ms,RadarObj2,RelPosY2,4904.8
0 ms,RadarObj2,RelVelX2,6440.200000000001
0 ms,RadarObj2,RelAccX2,-32.2
0 ms,RadarObj3,RelPosX3,4851.1
0 ms,RadarObj3,RelPosY3,4568.1
0 ms,RadarObj3,RelVelX3,6415.5
0 ms,RadarObj3,RelAccX3,-35.8
0 ms,RadarObj4,RelPosX4,-188.5999999999999
0 ms,RadarObj4,RelPosY4,-836.5
0 ms,RadarObj4,RelVelX4,-80.1
0 ms,RadarObj4,RelAccX4,-7.399999999999999
0 ms,RadarObj5,RelPosX5,-259.79999999999995
0 ms,RadarObj5,RelPosY5,-592.9
0 ms,RadarObj5,RelVelX5,6374.1
0 ms,RadarObj5,RelAccX5,6474.1
0 ms,RadarObj6,RelPosX6,4592.200000000001
0 ms,RadarObj6,RelPosY6,-899.5
0 ms,RadarObj6,RelVelX6,-22.799999999999997
0 ms,RadarObj6,RelAccX6,6471.700000000001
0 ms,RadarObj7,RelPosX7,-233.19999999999993
0 ms,RadarObj7,RelPosY7,-302.69999999999993
0 ms,RadarObj7,RelVelX7,-33.3
0 ms,RadarObj7,RelAccX7,-23.299999999999997
0 ms,RadarObj8,RelPosX8,-591.5
0 ms,RadarObj8,RelPosY8,4904.3
0 ms,RadarObj8,RelVelX8,-31.299999999999997
0 ms,RadarObj8,RelAccX8,-26.799999999999997
0 ms,RadarObj9,RelPosX9,-10.899999999999977
0 ms,RadarObj9,RelPosY9,-765.5
0 ms,RadarObj9,RelVelX9,-75.9
0 ms,RadarObj9,RelAccX9,-36.8
1 ms,RadarObj10,RelPosX10,-564.2
1 ms,RadarObj10,RelPosY10,-18.799999999999955
1 ms,RadarObj10,RelVelX10,-59.4
1 ms,RadarObj10,RelAccX10,6487.900000000001
101 ms,VehicleStatus,VehicleSpeed,73.34
101 ms,VehicleStatus,SteeringAngle,-4523.299999999999
0 ms,VehicleAccel,LateralAccel,56.795
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,-67.39999999999998
0 ms,RadarObj1,RelPosY1,5395.0
0 ms,RadarObj1,RelVelX1,-97.4
0 ms,RadarObj1,RelAccX1,-30.9
1 ms,RadarObj2,RelPosX2,-92.89999999999998
1 ms,RadarObj2,RelPosY2,5086.1
1 ms,RadarObj2,RelVelX2,-38.4
1 ms,RadarObj2,RelAccX2,-16.9
0 ms,RadarObj3,RelPosX3,-625.3
0 ms,RadarObj3,RelPosY3,4936.6
0 ms,RadarObj3,RelVelX3,6368.3
0 ms,RadarObj3,RelAccX3,-29.099999999999998
0 ms,RadarObj4,RelPosX4,5242.5
0 ms,RadarObj4,RelPosY4,-544.7
0 ms,RadarObj4,RelVelX4,-39.099999999999994
0 ms,RadarObj4,RelAccX4,-25.299999999999997
0 ms,RadarObj5,RelPosX5,4612.8
0 ms,RadarObj5,RelPosY5,-420.4
0 ms,RadarObj5,RelVelX5,6380.900000000001
0 ms,RadarObj5,RelAccX5,6470.700000000001
0 ms,RadarObj6,RelPosX6,-2.599999999999909
0 ms,RadarObj6,RelPosY6,-835.1
0 ms,RadarObj6,RelVelX6,6399.900000000001
0 ms,RadarObj6,RelAccX6,6469.8
0 ms,RadarObj7,RelPosX7,-415.19999999999993
0 ms,RadarObj7,RelPosY7,4580.1
0 ms,RadarObj7,RelVelX7,6356.3
0 ms,RadarObj7,RelAccX7,-25.5
0 ms,RadarObj8,RelPosX8,-705.5
0 ms,RadarObj8,RelPosY8,5515.700000000001
0 ms,RadarObj8,RelVelX8,6402.3
0 ms,RadarObj8,RelAccX8,6490.1
0 ms,RadarObj9,RelPosX9,-196.29999999999995
0 ms,RadarObj9,RelPosY9,-850.0
0 ms,RadarObj9,RelVelX9,-84.8
0 ms,RadarObj9,RelAccX9,-45.6
1 ms,RadarObj10,RelPosX10,-945.9
1 ms,RadarObj10,RelPosY10,5353.6
1 ms,RadarObj10,RelVelX10,-21.69999999999999
1 ms,RadarObj10,RelAccX10,-29.0
100 ms,VehicleStatus,VehicleSpeed,50.68
100 ms,VehicleStatus,SteeringAngle,-4523.2
0 ms,VehicleAccel,LateralAccel,58.633
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,1
1 ms,RadarObj1,RelPosX1,-971.5
1 ms,RadarObj1,RelPosY1,-454.69999999999993
1 ms,RadarObj1,RelVelX1,-89.9
1 ms,RadarObj1,RelAccX1,6494.200000000001
0 ms,RadarObj2,RelPosX2,-55.799999999999955
0 ms,RadarObj2,RelPosY2,-940.9
0 ms,RadarObj2,RelVelX2,-62.6
0 ms,RadarObj2,RelAccX2,6469.400000000001
0 ms,RadarObj3,RelPosX3,4628.400000000001
0 ms,RadarObj3,RelPosY3,-687.0
0 ms,RadarObj3,RelVelX3,-7.599999999999994
0 ms,RadarObj3,RelAccX3,6473.0
0 ms,RadarObj4,RelPosX4,4674.6
0 ms,RadarObj4,RelPosY4,5403.700000000001
0 ms,RadarObj4,RelVelX4,-68.8
0 ms,RadarObj4,RelAccX4,6500.900000000001
0 ms,RadarObj5,RelPosX5,5184.700000000001
0 ms,RadarObj5,RelPosY5,-257.5999999999999
0 ms,RadarObj5,RelVelX5,-81.5
0 ms,RadarObj5,RelAccX5,6464.6
0 ms,RadarObj6,RelPosX6,-369.9
0 ms,RadarObj6,RelPosY6,5019.8
0 ms,RadarObj6,RelVelX6,-2.0999999999999943
0 ms,RadarObj6,RelAccX6,6492.0
0 ms,RadarObj7,RelPosX7,5024.900000000001
0 ms,RadarObj7,RelPosY7,5549.400000000001
0 ms,RadarObj7,RelVelX7,6420.1
0 ms,RadarObj7,RelAccX7,6465.900000000001
0 ms,RadarObj8,RelPosX8,5499.900000000001
0 ms,RadarObj8,RelPosY8,-952.3
0 ms,RadarObj8,RelVelX8,-50.5
0 ms,RadarObj8,RelAccX8,-12.699999999999996
0 ms,RadarObj9,RelPosX9,-559.7
0 ms,RadarObj9,RelPosY9,-187.79999999999995
0 ms,RadarObj9,RelVelX9,-55.599999999999994
0 ms,RadarObj9,RelAccX9,-20.7
1 ms,RadarObj10,RelPosX10,5293.1
1 ms,RadarObj10,RelPosY10,-390.0
1 ms,RadarObj10,RelVelX10,-11.099999999999994
1 ms,RadarObj10,RelAccX10,-49.4
100 ms,VehicleStatus,VehicleSpeed,150.03
100 ms,VehicleStatus,SteeringAngle,-4523.2
1 ms,VehicleAccel,LateralAccel,59.149
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,-227.79999999999995
0 ms,RadarObj1,RelPosY1,5446.6
0 ms,RadarObj1,RelVelX1,-72.1
0 ms,RadarObj1,RelAccX1,-33.099999999999994
0 ms,RadarObj2,RelPosX2,4613.900000000001
0 ms,RadarObj2,RelPosY2,-757.3
0 ms,RadarObj2,RelVelX2,6378.3
0 ms,RadarObj2,RelAccX2,6500.5
0 ms,RadarObj3,RelPosX3,5328.200000000001
0 ms,RadarObj3,RelPosY3,5153.6
0 ms,RadarObj3,RelVelX3,6439.5
0 ms,RadarObj3,RelAccX3,-28.099999999999998
0 ms,RadarObj4,RelPosX4,5183.400000000001
0 ms,RadarObj4,RelPosY4,4803.400000000001
0 ms,RadarObj4,RelVelX4,6447.400000000001
0 ms,RadarObj4,RelAccX4,6501.700000000001
0 ms,RadarObj5,RelPosX5,4893.900000000001
0 ms,RadarObj5,RelPosY5,-415.1
0 ms,RadarObj5,RelVelX5,6371.1
0 ms,RadarObj5,RelAccX5,-46.1
0 ms,RadarObj6,RelPosX6,5441.200000000001
0 ms,RadarObj6,RelPosY6,5215.3
0 ms,RadarObj6,RelVelX6,-31.5
0 ms,RadarObj6,RelAccX6,-45.5
0 ms,RadarObj7,RelPosX7,5428.700000000001
0 ms,RadarObj7,RelPosY7,5283.3
0 ms,RadarObj7,RelVelX7,6445.3
0 ms,RadarObj7,RelAccX7,6478.700000000001
0 ms,RadarObj8,RelPosX8,-488.59999999999997
0 ms,RadarObj8,RelPosY8,4748.6
0 ms,RadarObj8,RelVelX8,6451.900000000001
0 ms,RadarObj8,RelAccX8,-15.199999999999996
0 ms,RadarObj9,RelPosX9,-608.0
0 ms,RadarObj9,RelPosY9,-639.4
0 ms,RadarObj9,RelVelX9,-9.799999999999997
0 ms,RadarObj9,RelAccX9,6488.700000000001
1 ms,RadarObj10,RelPosX10,-657.0999999999999
1 ms,RadarObj10,RelPosY10,-543.4
1 ms,RadarObj10,RelVelX10,6385.900000000001
1 ms,RadarObj10,RelAccX10,6476.8
104 ms,VehicleStatus,VehicleSpeed,173.11
104 ms,VehicleStatus,SteeringAngle,-2439.7
1 ms,VehicleAccel,LateralAccel,9.395
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,-944.7
0 ms,RadarObj1,RelPosY1,-680.0999999999999
0 ms,RadarObj1,RelVelX1,6398.5
0 ms,RadarObj1,RelAccX1,-41.0
0 ms,RadarObj2,RelPosX2,4750.200000000001
0 ms,RadarObj2,RelPosY2,-764.9
0 ms,RadarObj2,RelVelX2,-10.099999999999994
0 ms,RadarObj2,RelAccX2,6476.6
0 ms,RadarObj3,RelPosX3,-171.39999999999998
0 ms,RadarObj3,RelPosY3,-403.4
0 ms,RadarObj3,RelVelX3,-71.9
0 ms,RadarObj3,RelAccX3,6494.400000000001
0 ms,RadarObj4,RelPosX4,4610.5
0 ms,RadarObj4,RelPosY4,4680.5
0 ms,RadarObj4,RelVelX4,6361.1
0 ms,RadarObj4,RelAccX4,6463.6
0 ms,RadarObj5,RelPosX5,-566.4
0 ms,RadarObj5,RelPosY5,-197.89999999999998
0 ms,RadarObj5,RelVelX5,6408.0
0 ms,RadarObj5,RelAccX5,6459.0
0 ms,RadarObj6,RelPosX6,-194.0
0 ms,RadarObj6,RelPosY6,4767.5
0 ms,RadarObj6,RelVelX6,-34.39999999999999
0 ms,RadarObj6,RelAccX6,6488.8
0 ms,RadarObj7,RelPosX7,4839.6
0 ms,RadarObj7,RelPosY7,5465.200000000001
0 ms,RadarObj7,RelVelX7,6382.900000000001
0 ms,RadarObj7,RelAccX7,-8.5
0 ms,RadarObj8,RelPosX8,-428.0
0 ms,RadarObj8,RelPosY8,-220.0
0 ms,RadarObj8,RelVelX8,-31.200000000000003
0 ms,RadarObj8,RelAccX8,6469.3
0 ms,RadarObj9,RelPosX9,5289.5
0 ms,RadarObj9,RelPosY9,-476.9
0 ms,RadarObj9,RelVelX9,6354.3
0 ms,RadarObj9,RelAccX9,6465.6
0 ms,RadarObj10,RelPosX10,4981.700000000001
0 ms,RadarObj10,RelPosY10,-678.2
0 ms,RadarObj10,RelVelX10,6392.5
0 ms,RadarObj10,RelAccX10,-40.6
105 ms,VehicleStatus,VehicleSpeed,134.04
105 ms,VehicleStatus,SteeringAngle,-4523.299999999999
1 ms,VehicleAccel,LateralAccel,0.149
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,-938.7
0 ms,RadarObj1,RelPosY1,-587.0
0 ms,RadarObj1,RelVelX1,-96.2
0 ms,RadarObj1,RelAccX1,6463.200000000001
0 ms,RadarObj2,RelPosX2,5215.400000000001
0 ms,RadarObj2,RelPosY2,-854.0
0 ms,RadarObj2,RelVelX2,6441.400000000001
0 ms,RadarObj2,RelAccX2,6462.400000000001
1 ms,RadarObj3,RelPosX3,-754.6
1 ms,RadarObj3,RelPosY3,5213.200000000001
1 ms,RadarObj3,RelVelX3,6385.1
1 ms,RadarObj3,RelAccX3,-10.399999999999999
0 ms,RadarObj4,RelPosX4,5408.1
0 ms,RadarObj4,RelPosY4,-795.8
0 ms,RadarObj4,RelVelX4,6448.400000000001
0 ms,RadarObj4,RelAccX4,6467.3
0 ms,RadarObj5,RelPosX5,4556.200000000001
0 ms,RadarObj5,RelPosY5,-211.5
0 ms,RadarObj5,RelVelX5,-89.7
0 ms,RadarObj5,RelAccX5,-24.4
0 ms,RadarObj6,RelPosX6,4623.200000000001
0 ms,RadarObj6,RelPosY6,5522.8
0 ms,RadarObj6,RelVelX6,-69.0
0 ms,RadarObj6,RelAccX6,6466.3
0 ms,RadarObj7,RelPosX7,5369.3
0 ms,RadarObj7,RelPosY7,5492.1
0 ms,RadarObj7,RelVelX7,-65.4
0 ms,RadarObj7,RelAccX7,-18.299999999999997
0 ms,RadarObj8,RelPosX8,-25.299999999999955
0 ms,RadarObj8,RelPosY8,5507.3
0 ms,RadarObj8,RelVelX8,6450.8
0 ms,RadarObj8,RelAccX8,6470.900000000001
0 ms,RadarObj9,RelPosX9,5113.1
0 ms,RadarObj9,RelPosY9,5044.0
0 ms,RadarObj9,RelVelX9,-43.099999999999994
0 ms,RadarObj9,RelAccX9,6492.900000000001
0 ms,RadarObj10,RelPosX10,-328.19999999999993
0 ms,RadarObj10,RelPosY10,4931.3
0 ms,RadarObj10,RelVelX10,-66.6
0 ms,RadarObj10,RelAccX10,-42.3
103 ms,VehicleStatus,VehicleSpeed,17.45
103 ms,VehicleStatus,SteeringAngle,-7403.5
0 ms,VehicleAccel,LateralAccel,3.95
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,4615.6
0 ms,RadarObj1,RelPosY1,-147.5999999999999
0 ms,RadarObj1,RelVelX1,6437.8
0 ms,RadarObj1,RelAccX1,-21.4
1 ms,RadarObj2,RelPosX2,-280.19999999999993
1 ms,RadarObj2,RelPosY2,5001.200000000001
1 ms,RadarObj2,RelVelX2,6395.900000000001
1 ms,RadarObj2,RelAccX2,6454.0
0 ms,RadarObj3,RelPosX3,5104.6
0 ms,RadarObj3,RelPosY3,-530.7
0 ms,RadarObj3,RelVelX3,-24.0
0 ms,RadarObj3,RelAccX3,-36.0
0 ms,RadarObj4,RelPosX4,-741.0
0 ms,RadarObj4,RelPosY4,4820.900000000001
0 ms,RadarObj4,RelVelX4,-43.699999999999996
0 ms,RadarObj4,RelAccX4,-31.599999999999998
0 ms,RadarObj5,RelPosX5,5031.8
0 ms,RadarObj5,RelPosY5,-554.0999999999999
0 ms,RadarObj5,RelVelX5,6451.400000000001
0 ms,RadarObj5,RelAccX5,-2.0999999999999943
0 ms,RadarObj6,RelPosX6,4889.5
0 ms,RadarObj6,RelPosY6,4955.400000000001
0 ms,RadarObj6,RelVelX6,-38.3
0 ms,RadarObj6,RelAccX6,-42.0
0 ms,RadarObj7,RelPosX7,5317.8
0 ms,RadarObj7,RelPosY7,-182.29999999999995
0 ms,RadarObj7,RelVelX7,6426.5
0 ms,RadarObj7,RelAccX7,-8.799999999999997
0 ms,RadarObj8,RelPosX8,-597.9
0 ms,RadarObj8,RelPosY8,-383.5
0 ms,RadarObj8,RelVelX8,-20.19999999999999
0 ms,RadarObj8,RelAccX8,6479.1
0 ms,RadarObj9,RelPosX9,-326.5
0 ms,RadarObj9,RelPosY9,-198.29999999999995
0 ms,RadarObj9,RelVelX9,-60.099999999999994
0 ms,RadarObj9,RelAccX9,-1.5
0 ms,RadarObj10,RelPosX10,5189.8
0 ms,RadarObj10,RelPosY10,-979.1
0 ms,RadarObj10,RelVelX10,6380.400000000001
0 ms,RadarObj10,RelAccX10,-43.8
100 ms,VehicleStatus,VehicleSpeed,205.98000000000002
100 ms,VehicleStatus,SteeringAngle,-4523.2
0 ms,VehicleAccel,LateralAccel,4.546
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,5157.3
0 ms,RadarObj1,RelPosY1,-262.79999999999995
0 ms,RadarObj1,RelVelX1,-98.2
0 ms,RadarObj1,RelAccX1,-48.0
0 ms,RadarObj2,RelPosX2,4638.5
0 ms,RadarObj2,RelPosY2,-465.69999999999993
0 ms,RadarObj2,RelVelX2,6410.200000000001
0 ms,RadarObj2,RelAccX2,6473.6
1 ms,RadarObj3,RelPosX3,5111.1
1 ms,RadarObj3,RelPosY3,4977.1
1 ms,RadarObj3,RelVelX3,-32.0
1 ms,RadarObj3,RelAccX3,6454.6
0 ms,RadarObj4,RelPosX4,-547.4
0 ms,RadarObj4,RelPosY4,4587.700000000001
0 ms,RadarObj4,RelVelX4,6443.0
0 ms,RadarObj4,RelAccX4,-41.1
0 ms,RadarObj5,RelPosX5,4559.1
0 ms,RadarObj5,RelPosY5,5466.200000000001
0 ms,RadarObj5,RelVelX5,6356.200000000001
0 ms,RadarObj5,RelAccX5,-13.899999999999999
0 ms,RadarObj6,RelPosX6,4926.400000000001
0 ms,RadarObj6,RelPosY6,5085.700000000001
0 ms,RadarObj6,RelVelX6,-6.699999999999989
0 ms,RadarObj6,RelAccX6,6463.3
0 ms,RadarObj7,RelPosX7,-680.5
0 ms,RadarObj7,RelPosY7,-149.0999999999999
0 ms,RadarObj7,RelVelX7,-3.8999999999999915
0 ms,RadarObj7,RelAccX7,6498.400000000001
0 ms,RadarObj8,RelPosX8,-864.4
0 ms,RadarObj8,RelPosY8,-24.0
0 ms,RadarObj8,RelVelX8,6385.0
0 ms,RadarObj8,RelAccX8,6458.6
0 ms,RadarObj9,RelPosX9,-657.8
0 ms,RadarObj9,RelPosY9,5013.400000000001
0 ms,RadarObj9,RelVelX9,-25.700000000000003
0 ms,RadarObj9,RelAccX9,6486.400000000001
0 ms,RadarObj10,RelPosX10,5337.700000000001
0 ms,RadarObj10,RelPosY10,5045.5
0 ms,RadarObj10,RelVelX10,6377.1
0 ms,RadarObj10,RelAccX10,6456.8
100 ms,VehicleStatus,VehicleSpeed,240.03
100 ms,VehicleStatus,SteeringAngle,-4523.2
0 ms,VehicleAccel,LateralAccel,0.022
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,-1.3999999999999773
0 ms,RadarObj1,RelPosY1,5398.5
0 ms,RadarObj1,RelVelX1,-52.699999999999996
0 ms,RadarObj1,RelAccX1,6466.6
0 ms,RadarObj2,RelPosX2,-655.5
0 ms,RadarObj2,RelPosY2,4612.200000000001
0 ms,RadarObj2,RelVelX2,6402.900000000001
0 ms,RadarObj2,RelAccX2,6471.900000000001
0 ms,RadarObj3,RelPosX3,-779.3
0 ms,RadarObj3,RelPosY3,4938.6
0 ms,RadarObj3,RelVelX3,6446.700000000001
0 ms,RadarObj3,RelAccX3,-36.5
0 ms,RadarObj4,RelPosX4,-638.4
0 ms,RadarObj4,RelPosY4,4560.6
0 ms,RadarObj4,RelVelX4,6414.8
0 ms,RadarObj4,RelAccX4,-12.0
0 ms,RadarObj5,RelPosX5,4698.400000000001
0 ms,RadarObj5,RelPosY5,-610.8
0 ms,RadarObj5,RelVelX5,-14.799999999999997
0 ms,RadarObj5,RelAccX5,6497.400000000001
0 ms,RadarObj6,RelPosX6,4942.400000000001
0 ms,RadarObj6,RelPosY6,5453.3
0 ms,RadarObj6,RelVelX6,-38.699999999999996
0 ms,RadarObj6,RelAccX6,6481.3
0 ms,RadarObj7,RelPosX7,-849.1
0 ms,RadarObj7,RelPosY7,-767.3
0 ms,RadarObj7,RelVelX7,6423.1
0 ms,RadarObj7,RelAccX7,-40.2
0 ms,RadarObj8,RelPosX8,-118.59999999999991
0 ms,RadarObj8,RelPosY8,-552.9
0 ms,RadarObj8,RelVelX8,6380.900000000001
0 ms,RadarObj8,RelAccX8,-11.199999999999996
0 ms,RadarObj9,RelPosX9,-4.0
0 ms,RadarObj9,RelPosY9,-676.9
0 ms,RadarObj9,RelVelX9,-66.9
0 ms,RadarObj9,RelAccX9,6483.5
0 ms,RadarObj10,RelPosX10,5487.200000000001
0 ms,RadarObj10,RelPosY10,-290.29999999999995
0 ms,RadarObj10,RelVelX10,6442.200000000001
0 ms,RadarObj10,RelAccX10,6493.900000000001
